Date,Gold_Price
2010-09-24,1297.0
2010-09-23,1290.75
2010-09-22,1293.5
2010-09-21,1275.0
2010-09-20,1279.25
2010-09-17,1274.0
2010-09-16,1272.5
2010-09-15,1267.0
2010-09-14,1265.5
2010-09-13,1243.75
2010-09-10,1246.5
2010-09-09,1255.0
2010-09-08,1255.0
2010-09-07,1256.75
2010-09-06,1249.0
2010-09-03,1240.5
2010-09-02,1248.5
2010-09-01,1246.5
2010-08-31,1246.0
2010-08-30,1235.0
2010-08-27,1235.0
2010-08-26,1237.0
2010-08-25,1237.5
2010-08-24,1222.0
2010-08-23,1226.0
2010-08-20,1223.5
2010-08-19,1233.5
2010-08-18,1218.0
2010-08-17,1226.0
2010-08-16,1223.5
2010-08-13,1214.25
2010-08-12,1213.0
2010-08-11,1205.5
2010-08-10,1192.5
2010-08-09,1203.0
2010-08-06,1207.75
2010-08-05,1192.5
2010-08-04,1199.5
2010-08-03,1187.5
2010-08-02,1188.5
2010-07-30,1169.0
2010-07-29,1162.5
2010-07-28,1157.0
2010-07-27,1168.0
2010-07-26,1183.5
2010-07-23,1190.5
2010-07-22,1199.5
2010-07-21,1191.5
2010-07-20,1183.0
2010-07-19,1181.0
2010-07-16,1189.25
2010-07-15,1208.0
2010-07-14,1207.0
2010-07-13,1216.0
2010-07-12,1205.5
2010-07-09,1208.75
2010-07-08,1193.5
2010-07-07,1193.25
2010-07-06,1195.0
2010-07-05,1208.0
2010-07-02,1201.5
2010-07-01,1234.0
2010-06-30,1244.0
2010-06-29,1234.5
2010-06-28,1261.0
2010-06-25,1254.0
2010-06-24,1236.25
2010-06-23,1226.5
2010-06-22,1236.0
2010-06-21,1254.5
2010-06-18,1256.0
2010-06-17,1245.0
2010-06-16,1234.5
2010-06-15,1225.0
2010-06-14,1223.75
2010-06-11,1220.0
2010-06-10,1217.5
2010-06-09,1233.5
2010-06-08,1246.0
2010-06-07,1215.0
2010-06-04,1203.5
2010-06-03,1215.0
2010-06-02,1215.0
2010-06-01,1227.75
2010-05-31,1207.5
2010-05-28,1207.5
2010-05-27,1211.0
2010-05-26,1212.0
2010-05-25,1198.25
2010-05-24,1187.0
2010-05-21,1179.75
2010-05-20,1192.0
2010-05-19,1195.0
2010-05-18,1216.75
2010-05-17,1236.0
2010-05-14,1236.5
2010-05-13,1237.5
2010-05-12,1237.5
2010-05-11,1222.5
2010-05-10,1196.5
2010-05-07,1202.25
2010-05-06,1185.25
2010-05-05,1165.0
2010-05-04,1185.0
2010-05-03,1179.25
2010-04-30,1179.25
2010-04-29,1166.75
2010-04-28,1161.0
2010-04-27,1149.5
2010-04-26,1154.5
2010-04-23,1139.5
2010-04-22,1133.75
2010-04-21,1143.0
2010-04-20,1144.75
2010-04-19,1136.25
2010-04-16,1151.5
2010-04-15,1154.5
2010-04-14,1153.75
2010-04-13,1148.25
2010-04-12,1158.75
2010-04-09,1152.5
2010-04-08,1148.0
2010-04-07,1142.0
2010-04-06,1132.75
2010-04-05,1123.5
2010-04-02,1123.5
2010-04-01,1123.5
2010-03-31,1115.5
2010-03-30,1107.0
2010-03-29,1107.5
2010-03-26,1096.5
2010-03-25,1093.0
2010-03-24,1090.75
2010-03-23,1101.5
2010-03-22,1097.25
2010-03-19,1105.5
2010-03-18,1122.75
2010-03-17,1121.75
2010-03-16,1124.75
2010-03-15,1104.25
2010-03-12,1106.25
2010-03-11,1104.0
2010-03-10,1120.5
2010-03-09,1115.75
2010-03-08,1125.75
2010-03-05,1135.0
2010-03-04,1134.5
2010-03-03,1136.5
2010-03-02,1126.5
2010-03-01,1114.0
2010-02-26,1108.25
2010-02-25,1094.5
2010-02-24,1103.0
2010-02-23,1107.0
2010-02-22,1115.25
2010-02-19,1112.75
2010-02-18,1118.0
2010-02-17,1119.0
2010-02-16,1115.25
2010-02-15,1098.25
2010-02-12,1082.0
2010-02-11,1076.25
2010-02-10,1069.5
2010-02-09,1071.25
2010-02-08,1064.0
2010-02-05,1058.0
2010-02-04,1083.25
2010-02-03,1115.25
2010-02-02,1111.0
2010-02-01,1086.5
2010-01-29,1078.5
2010-01-28,1088.0
2010-01-27,1094.75
2010-01-26,1093.25
2010-01-25,1095.25
2010-01-22,1084.0
2010-01-21,1108.25
2010-01-20,1120.25
2010-01-19,1133.0
2010-01-18,1134.5
2010-01-15,1128.0
2010-01-14,1138.25
2010-01-13,1127.25
2010-01-12,1151.25
2010-01-11,1153.0
2010-01-08,1126.75
2010-01-07,1130.25
2010-01-06,1130.0
2010-01-05,1123.25
2010-01-04,1121.5
2010-01-01,1087.5
2009-12-31,1087.5
2009-12-30,1087.5
2009-12-29,1106.0
2009-12-28,1085.25
2009-12-25,1085.25
2009-12-24,1085.25
2009-12-23,1085.25
2009-12-22,1084.0
2009-12-21,1105.5
2009-12-18,1104.5
2009-12-17,1117.0
2009-12-16,1137.5
2009-12-15,1122.0
2009-12-14,1123.75
2009-12-11,1124.0
2009-12-10,1128.5
2009-12-09,1141.0
2009-12-08,1146.75
2009-12-07,1142.5
2009-12-04,1190.25
2009-12-03,1208.75
2009-12-02,1212.5
2009-12-01,1192.5
2009-11-30,1175.75
2009-11-27,1166.5
2009-11-26,1182.75
2009-11-25,1179.75
2009-11-24,1163.25
2009-11-23,1169.5
2009-11-20,1140.0
2009-11-19,1135.5
2009-11-18,1149.0
2009-11-17,1134.75
2009-11-16,1130.0
2009-11-13,1104.0
2009-11-12,1114.75
2009-11-11,1115.25
2009-11-10,1101.5
2009-11-09,1106.75
2009-11-06,1096.75
2009-11-05,1089.0
2009-11-04,1090.0
2009-11-03,1061.0
2009-11-02,1062.0
2009-10-30,1040.0
2009-10-29,1040.5
2009-10-28,1031.75
2009-10-27,1036.5
2009-10-26,1054.0
2009-10-23,1061.75
2009-10-22,1053.0
2009-10-21,1053.75
2009-10-20,1061.75
2009-10-19,1050.5
2009-10-16,1047.5
2009-10-15,1053.5
2009-10-14,1059.5
2009-10-13,1057.5
2009-10-12,1058.75
2009-10-09,1051.5
2009-10-08,1045.0
2009-10-07,1040.25
2009-10-06,1038.75
2009-10-05,1005.5
2009-10-02,1003.5
2009-10-01,1004.75
2009-09-30,995.75
2009-09-29,989.5
2009-09-28,991.75
2009-09-25,991.5
2009-09-24,1009.75
2009-09-23,1010.25
2009-09-22,1014.0
2009-09-21,997.0
2009-09-18,1012.0
2009-09-17,1018.5
2009-09-16,1015.75
2009-09-15,996.0
2009-09-14,999.25
2009-09-11,1008.25
2009-09-10,990.75
2009-09-09,999.5
2009-09-08,1000.75
2009-09-07,993.0
2009-09-04,989.0
2009-09-03,983.0
2009-09-02,964.75
2009-09-01,955.0
2009-08-31,955.5
2009-08-28,955.5
2009-08-27,943.0
2009-08-26,940.5
2009-08-25,950.5
2009-08-24,951.5
2009-08-21,952.5
2009-08-20,940.5
2009-08-19,943.0
2009-08-18,935.0
2009-08-17,932.75
2009-08-14,953.5
2009-08-13,953.5
2009-08-12,947.25
2009-08-11,942.75
2009-08-10,945.0
2009-08-07,956.0
2009-08-06,964.0
2009-08-05,960.5
2009-08-04,960.5
2009-08-03,959.75
2009-07-31,939.0
2009-07-30,932.5
2009-07-29,931.0
2009-07-28,944.25
2009-07-27,955.0
2009-07-24,951.5
2009-07-23,950.0
2009-07-22,948.25
2009-07-21,947.75
2009-07-20,952.75
2009-07-17,937.5
2009-07-16,935.0
2009-07-15,938.0
2009-07-14,924.75
2009-07-13,908.5
2009-07-10,913.0
2009-07-09,911.75
2009-07-08,918.0
2009-07-07,924.0
2009-07-06,924.5
2009-07-03,932.5
2009-07-02,929.5
2009-07-01,938.25
2009-06-30,934.5
2009-06-29,935.5
2009-06-26,942.0
2009-06-25,937.25
2009-06-24,933.5
2009-06-23,920.75
2009-06-22,919.25
2009-06-19,935.25
2009-06-18,940.5
2009-06-17,930.5
2009-06-16,934.0
2009-06-15,932.25
2009-06-12,937.25
2009-06-11,947.5
2009-06-10,953.75
2009-06-09,956.0
2009-06-08,943.75
2009-06-05,962.0
2009-06-04,970.75
2009-06-03,976.75
2009-06-02,980.0
2009-06-01,981.75
2009-05-29,975.5
2009-05-28,957.75
2009-05-27,951.0
2009-05-26,945.0
2009-05-25,959.75
2009-05-22,959.75
2009-05-21,937.5
2009-05-20,939.5
2009-05-19,924.75
2009-05-18,921.0
2009-05-15,929.5
2009-05-14,925.25
2009-05-13,924.0
2009-05-12,917.0
2009-05-11,913.0
2009-05-08,907.0
2009-05-07,912.25
2009-05-06,910.0
2009-05-05,910.0
2009-05-04,884.5
2009-05-01,884.5
2009-04-30,883.25
2009-04-29,898.25
2009-04-28,891.0
2009-04-27,907.5
2009-04-24,907.5
2009-04-23,897.5
2009-04-22,886.0
2009-04-21,888.75
2009-04-20,877.0
2009-04-17,870.5
2009-04-16,880.5
2009-04-15,891.0
2009-04-14,887.5
2009-04-13,880.5
2009-04-10,880.5
2009-04-09,880.5
2009-04-08,880.0
2009-04-07,879.75
2009-04-06,870.25
2009-04-03,905.0
2009-04-02,897.75
2009-04-01,924.5
2009-03-31,916.5
2009-03-30,928.0
2009-03-27,924.0
2009-03-26,938.25
2009-03-25,929.0
2009-03-24,923.75
2009-03-23,949.25
2009-03-20,954.0
2009-03-19,956.5
2009-03-18,893.25
2009-03-17,915.5
2009-03-16,919.5
2009-03-13,928.0
2009-03-12,925.25
2009-03-11,899.5
2009-03-10,901.5
2009-03-09,923.75
2009-03-06,936.0
2009-03-05,913.0
2009-03-04,908.5
2009-03-03,913.75
2009-03-02,937.25
2009-02-27,952.0
2009-02-26,936.5
2009-02-25,978.5
2009-02-24,984.25
2009-02-23,985.75
2009-02-20,989.0
2009-02-19,980.5
2009-02-18,964.0
2009-02-17,968.0
2009-02-16,942.5
2009-02-13,935.5
2009-02-12,943.25
2009-02-11,938.0
2009-02-10,909.75
2009-02-09,895.0
2009-02-06,913.0
2009-02-05,920.0
2009-02-04,905.0
2009-02-03,904.5
2009-02-02,918.25
2009-01-30,919.5
2009-01-29,892.25
2009-01-28,895.25
2009-01-27,897.5
2009-01-26,910.25
2009-01-23,875.75
2009-01-22,860.0
2009-01-21,849.25
2009-01-20,853.25
2009-01-19,833.0
2009-01-16,833.75
2009-01-15,810.0
2009-01-14,821.5
2009-01-13,826.5
2009-01-12,827.0
2009-01-09,847.25
2009-01-08,855.75
2009-01-07,848.5
2009-01-06,848.25
2009-01-05,853.5
2009-01-02,874.5
2009-01-01,869.75
2008-12-31,869.75
2008-12-30,869.75
2008-12-29,880.25
2008-12-26,843.5
2008-12-25,843.5
2008-12-24,843.5
2008-12-23,843.5
2008-12-22,849.0
2008-12-19,835.75
2008-12-18,855.25
2008-12-17,870.0
2008-12-16,838.25
2008-12-15,826.0
2008-12-12,826.5
2008-12-11,827.75
2008-12-10,802.25
2008-12-09,767.75
2008-12-08,767.25
2008-12-05,749.0
2008-12-04,773.25
2008-12-03,766.25
2008-12-02,780.0
2008-12-01,778.0
2008-11-28,814.5
2008-11-27,814.0
2008-11-26,812.5
2008-11-25,820.5
2008-11-24,822.5
2008-11-21,774.5
2008-11-20,738.0
2008-11-19,762.0
2008-11-18,738.0
2008-11-17,734.0
2008-11-14,747.5
2008-11-13,713.5
2008-11-12,724.75
2008-11-11,733.75
2008-11-10,753.0
2008-11-07,735.25
2008-11-06,754.5
2008-11-05,753.75
2008-11-04,741.25
2008-11-03,729.5
2008-10-31,730.75
2008-10-30,755.25
2008-10-29,764.0
2008-10-28,730.5
2008-10-27,730.5
2008-10-24,712.5
2008-10-23,720.0
2008-10-22,744.0
2008-10-21,772.0
2008-10-20,795.0
2008-10-17,784.5
2008-10-16,802.5
2008-10-15,847.0
2008-10-14,832.5
2008-10-13,831.5
2008-10-10,900.5
2008-10-09,883.5
2008-10-08,903.5
2008-10-07,876.75
2008-10-06,875.5
2008-10-03,828.0
2008-10-02,852.0
2008-10-01,880.0
2008-09-30,884.5
2008-09-29,905.0
2008-09-26,902.0
2008-09-25,888.5
2008-09-24,896.0
2008-09-23,899.0
2008-09-22,889.0
2008-09-19,869.0
2008-09-18,863.0
2008-09-17,813.0
2008-09-16,779.5
2008-09-15,775.0
2008-09-12,750.25
2008-09-11,740.75
2008-09-10,775.75
2008-09-09,781.75
2008-09-08,808.0
2008-09-05,808.5
2008-09-04,805.75
2008-09-03,803.5
2008-09-02,798.5
2008-09-01,822.25
2008-08-29,833.0
2008-08-28,838.25
2008-08-27,827.0
2008-08-26,827.0
2008-08-25,824.0
2008-08-22,824.0
2008-08-21,833.5
2008-08-20,815.75
2008-08-19,788.75
2008-08-18,796.25
2008-08-15,786.5
2008-08-14,818.0
2008-08-13,818.5
2008-08-12,817.75
2008-08-11,852.5
2008-08-08,852.5
2008-08-07,871.5
2008-08-06,879.5
2008-08-05,882.0
2008-08-04,905.75
2008-08-01,912.5
2008-07-31,918.0
2008-07-30,897.5
2008-07-29,916.75
2008-07-28,923.5
2008-07-25,920.5
2008-07-24,928.0
2008-07-23,926.5
2008-07-22,961.5
2008-07-21,960.5
2008-07-18,959.75
2008-07-17,965.5
2008-07-16,977.5
2008-07-15,986.0
2008-07-14,968.0
2008-07-11,962.75
2008-07-10,939.5
2008-07-09,927.25
2008-07-08,921.0
2008-07-07,916.75
2008-07-04,931.25
2008-07-03,934.0
2008-07-02,935.25
2008-07-01,937.5
2008-06-30,930.25
2008-06-27,919.5
2008-06-26,909.5
2008-06-25,882.75
2008-06-24,889.5
2008-06-23,881.0
2008-06-20,907.5
2008-06-19,903.0
2008-06-18,887.5
2008-06-17,881.5
2008-06-16,888.25
2008-06-13,866.0
2008-06-12,862.25
2008-06-11,876.25
2008-06-10,878.0
2008-06-09,896.25
2008-06-06,890.5
2008-06-05,878.75
2008-06-04,883.5
2008-06-03,879.25
2008-06-02,888.25
2008-05-30,885.75
2008-05-29,883.0
2008-05-28,902.5
2008-05-27,906.75
2008-05-26,927.5
2008-05-23,927.5
2008-05-22,922.75
2008-05-21,923.0
2008-05-20,914.5
2008-05-19,906.5
2008-05-16,897.0
2008-05-15,881.25
2008-05-14,866.5
2008-05-13,865.0
2008-05-12,883.5
2008-05-09,876.0
2008-05-08,877.0
2008-05-07,868.25
2008-05-06,880.0
2008-05-05,853.5
2008-05-02,853.5
2008-05-01,853.0
2008-04-30,871.0
2008-04-29,880.0
2008-04-28,890.5
2008-04-25,891.5
2008-04-24,895.5
2008-04-23,898.5
2008-04-22,918.0
2008-04-21,918.5
2008-04-18,908.75
2008-04-17,946.0
2008-04-16,945.0
2008-04-15,929.75
2008-04-14,926.5
2008-04-11,927.75
2008-04-10,928.0
2008-04-09,917.0
2008-04-08,915.0
2008-04-07,926.5
2008-04-04,905.5
2008-04-03,896.5
2008-04-02,890.0
2008-04-01,887.75
2008-03-31,933.5
2008-03-28,934.25
2008-03-27,946.75
2008-03-26,946.75
2008-03-25,926.75
2008-03-24,925.75
2008-03-21,925.75
2008-03-20,925.75
2008-03-19,958.5
2008-03-18,1006.75
2008-03-17,1011.25
2008-03-14,1003.5
2008-03-13,995.0
2008-03-12,975.5
2008-03-11,970.0
2008-03-10,969.25
2008-03-07,972.5
2008-03-06,976.5
2008-03-05,974.5
2008-03-04,984.75
2008-03-03,988.5
2008-02-29,971.5
2008-02-28,959.75
2008-02-27,959.5
2008-02-26,937.0
2008-02-25,937.75
2008-02-22,943.0
2008-02-21,945.0
2008-02-20,920.0
2008-02-19,924.0
2008-02-18,903.25
2008-02-15,912.5
2008-02-14,906.0
2008-02-13,899.0
2008-02-12,917.0
2008-02-11,918.0
2008-02-08,916.25
2008-02-07,899.75
2008-02-06,903.0
2008-02-05,887.5
2008-02-04,893.75
2008-02-01,914.75
2008-01-31,923.25
2008-01-30,919.0
2008-01-29,924.5
2008-01-28,921.75
2008-01-25,918.25
2008-01-24,909.25
2008-01-23,888.25
2008-01-22,875.0
2008-01-21,871.25
2008-01-18,882.0
2008-01-17,888.25
2008-01-16,889.75
2008-01-15,913.0
2008-01-14,902.0
2008-01-11,891.0
2008-01-10,884.25
2008-01-09,877.0
2008-01-08,873.5
2008-01-07,859.25
2008-01-04,855.0
2008-01-03,858.85
2008-01-02,846.75
2008-01-01,833.75
2007-12-31,833.75
2007-12-28,833.75
2007-12-27,829.0
2007-12-26,810.5
2007-12-25,810.5
2007-12-24,810.5
2007-12-21,810.5
2007-12-20,795.25
2007-12-19,799.75
2007-12-18,804.25
2007-12-17,790.75
2007-12-14,789.5
2007-12-13,800.7
2007-12-12,814.0
2007-12-11,808.75
2007-12-10,809.5
2007-12-07,792.5
2007-12-06,801.5
2007-12-05,793.0
2007-12-04,797.5
2007-12-03,784.25
2007-11-30,783.5
2007-11-29,794.5
2007-11-28,801.75
2007-11-27,810.75
2007-11-26,830.0
2007-11-23,815.25
2007-11-22,803.25
2007-11-21,798.0
2007-11-20,795.5
2007-11-19,778.85
2007-11-16,789.75
2007-11-15,794.0
2007-11-14,813.5
2007-11-13,804.25
2007-11-12,803.5
2007-11-09,831.5
2007-11-08,841.1
2007-11-07,834.5
2007-11-06,822.5
2007-11-05,804.75
2007-11-02,796.5
2007-11-01,790.25
2007-10-31,789.5
2007-10-30,783.25
2007-10-29,788.5
2007-10-26,779.15
2007-10-25,767.5
2007-10-24,757.5
2007-10-23,758.25
2007-10-22,751.25
2007-10-19,763.0
2007-10-18,764.15
2007-10-17,762.5
2007-10-16,756.75
2007-10-15,758.85
2007-10-12,749.5
2007-10-11,749.0
2007-10-10,741.25
2007-10-09,736.0
2007-10-08,733.75
2007-10-05,737.0
2007-10-04,725.5
2007-10-03,730.25
2007-10-02,731.0
2007-10-01,742.5
2007-09-28,743.0
2007-09-27,731.75
2007-09-26,734.75
2007-09-25,728.5
2007-09-24,730.0
2007-09-21,737.0
2007-09-20,734.5
2007-09-19,725.15
2007-09-18,714.75
2007-09-17,719.0
2007-09-14,716.35
2007-09-13,704.5
2007-09-12,706.0
2007-09-11,704.15
2007-09-10,703.5
2007-09-07,701.0
2007-09-06,688.15
2007-09-05,680.25
2007-09-04,678.75
2007-09-03,672.0
2007-08-31,672.0
2007-08-30,666.0
2007-08-29,664.25
2007-08-28,666.0
2007-08-27,660.85
2007-08-24,660.85
2007-08-23,660.75
2007-08-22,659.5
2007-08-21,657.5
2007-08-20,659.5
2007-08-17,657.5
2007-08-16,662.25
2007-08-15,667.25
2007-08-14,668.35
2007-08-13,668.75
2007-08-10,668.5
2007-08-09,662.6
2007-08-08,675.5
2007-08-07,668.0
2007-08-06,671.5
2007-08-03,670.5
2007-08-02,666.25
2007-08-01,665.75
2007-07-31,665.5
2007-07-30,661.5
2007-07-27,660.5
2007-07-26,670.0
2007-07-25,674.75
2007-07-24,684.3
2007-07-23,682.0
2007-07-20,681.6
2007-07-19,674.5
2007-07-18,666.75
2007-07-17,666.5
2007-07-16,666.0
2007-07-13,666.5
2007-07-12,667.25
2007-07-11,663.0
2007-07-10,661.7
2007-07-09,661.25
2007-07-06,648.75
2007-07-05,651.0
2007-07-04,654.15
2007-07-03,654.25
2007-07-02,654.75
2007-06-29,650.5
2007-06-28,647.25
2007-06-27,642.1
2007-06-26,647.0
2007-06-25,650.75
2007-06-22,652.85
2007-06-21,650.5
2007-06-20,657.7
2007-06-19,656.3
2007-06-18,656.0
2007-06-15,653.1
2007-06-14,653.25
2007-06-13,647.65
2007-06-12,647.25
2007-06-11,650.3
2007-06-08,655.25
2007-06-07,668.75
2007-06-06,669.7
2007-06-05,671.5
2007-06-04,671.1
2007-06-01,666.5
2007-05-31,659.1
2007-05-30,652.65
2007-05-29,660.15
2007-05-28,655.3
2007-05-25,655.3
2007-05-24,659.0
2007-05-23,662.05
2007-05-22,662.0
2007-05-21,658.0
2007-05-18,657.0
2007-05-17,656.75
2007-05-16,667.75
2007-05-15,668.25
2007-05-14,670.2
2007-05-11,669.0
2007-05-10,673.5
2007-05-09,683.0
2007-05-08,684.25
2007-05-07,688.8
2007-05-04,688.8
2007-05-03,674.2
2007-05-02,669.5
2007-05-01,673.6
2007-04-30,677.0
2007-04-27,677.5
2007-04-26,673.0
2007-04-25,684.0
2007-04-24,688.4
2007-04-23,688.7
2007-04-20,691.4
2007-04-19,681.9
2007-04-18,688.75
2007-04-17,688.0
2007-04-16,686.5
2007-04-13,681.75
2007-04-12,677.25
2007-04-11,678.2
2007-04-10,677.4
2007-04-09,673.5
2007-04-06,673.5
2007-04-05,673.5
2007-04-04,672.25
2007-04-03,664.25
2007-04-02,658.25
2007-03-30,661.75
2007-03-29,661.0
2007-03-28,666.75
2007-03-27,664.0
2007-03-26,663.0
2007-03-23,656.25
2007-03-22,663.0
2007-03-21,658.75
2007-03-20,659.0
2007-03-19,655.0
2007-03-16,653.2
2007-03-15,648.5
2007-03-14,643.25
2007-03-13,650.8
2007-03-12,647.75
2007-03-09,652.25
2007-03-08,654.25
2007-03-07,646.4
2007-03-06,643.75
2007-03-05,636.75
2007-03-02,651.9
2007-03-01,670.4
2007-02-28,664.2
2007-02-27,676.2
2007-02-26,685.75
2007-02-23,683.0
2007-02-22,676.6
2007-02-21,661.25
2007-02-20,663.9
2007-02-19,670.75
2007-02-16,665.1
2007-02-15,664.75
2007-02-14,668.25
2007-02-13,667.8
2007-02-12,664.55
2007-02-09,664.5
2007-02-08,656.0
2007-02-07,653.75
2007-02-06,653.25
2007-02-05,649.4
2007-02-02,645.7
2007-02-01,660.2
2007-01-31,650.5
2007-01-30,645.2
2007-01-29,644.75
2007-01-26,645.5
2007-01-25,651.75
2007-01-24,642.1
2007-01-23,642.5
2007-01-22,639.0
2007-01-19,629.0
2007-01-18,635.0
2007-01-17,626.5
2007-01-16,627.05
2007-01-15,627.0
2007-01-12,619.75
2007-01-11,612.0
2007-01-10,608.4
2007-01-09,609.6
2007-01-08,609.5
2007-01-05,609.5
2007-01-04,628.7
2007-01-03,642.6
2007-01-02,639.75
2007-01-01,632.0
2006-12-29,632.0
2006-12-28,632.0
2006-12-27,628.5
2006-12-26,620.5
2006-12-25,620.5
2006-12-22,620.5
2006-12-21,620.5
2006-12-20,619.25
2006-12-19,620.5
2006-12-18,614.0
2006-12-15,623.75
2006-12-14,627.4
2006-12-13,624.0
2006-12-12,628.0
2006-12-11,626.75
2006-12-08,637.4
2006-12-07,627.75
2006-12-06,636.0
2006-12-05,645.9
2006-12-04,646.0
2006-12-01,648.75
2006-11-30,646.7
2006-11-29,637.5
2006-11-28,637.0
2006-11-27,638.75
2006-11-24,639.5
2006-11-23,630.25
2006-11-22,631.8
2006-11-21,624.5
2006-11-20,625.5
2006-11-17,620.5
2006-11-16,624.75
2006-11-15,617.75
2006-11-14,627.0
2006-11-13,623.5
2006-11-10,629.3
2006-11-09,625.25
2006-11-08,623.2
2006-11-07,625.75
2006-11-06,626.1
2006-11-03,622.75
2006-11-02,620.75
2006-11-01,614.1
2006-10-31,603.75
2006-10-30,608.5
2006-10-27,596.25
2006-10-26,596.25
2006-10-25,580.75
2006-10-24,575.6
2006-10-23,582.75
2006-10-20,596.6
2006-10-19,597.25
2006-10-18,594.0
2006-10-17,590.0
2006-10-16,595.1
2006-10-13,586.1
2006-10-12,573.0
2006-10-11,574.1
2006-10-10,571.4
2006-10-09,575.25
2006-10-06,560.75
2006-10-05,573.3
2006-10-04,573.6
2006-10-03,582.25
2006-10-02,600.6
2006-09-29,599.25
2006-09-28,603.0
2006-09-27,593.75
2006-09-26,591.0
2006-09-25,584.75
2006-09-22,589.0
2006-09-21,578.75
2006-09-20,580.25
2006-09-19,583.5
2006-09-18,580.5
2006-09-15,573.6
2006-09-14,584.4
2006-09-13,589.0
2006-09-12,590.7
2006-09-11,588.0
2006-09-08,610.0
2006-09-07,621.5
2006-09-06,635.4
2006-09-05,637.75
2006-09-04,626.75
2006-09-01,621.05
2006-08-31,623.5
2006-08-30,617.75
2006-08-29,613.4
2006-08-28,621.25
2006-08-25,621.25
2006-08-24,623.75
2006-08-23,628.1
2006-08-22,622.75
2006-08-21,625.0
2006-08-18,613.9
2006-08-17,625.5
2006-08-16,629.75
2006-08-15,625.5
2006-08-14,624.6
2006-08-11,644.5
2006-08-10,644.75
2006-08-09,649.0
2006-08-08,646.0
2006-08-07,649.75
2006-08-04,652.25
2006-08-03,644.4
2006-08-02,654.4
2006-08-01,637.25
2006-07-31,632.5
2006-07-28,637.1
2006-07-27,639.0
2006-07-26,614.3
2006-07-25,618.75
2006-07-24,605.7
2006-07-21,634.0
2006-07-20,642.5
2006-07-19,641.6
2006-07-18,645.0
2006-07-17,652.5
2006-07-14,663.25
2006-07-13,649.5
2006-07-12,650.0
2006-07-11,630.75
2006-07-10,626.0
2006-07-07,631.5
2006-07-06,626.0
2006-07-05,623.0
2006-07-04,622.0
2006-07-03,622.95
2006-06-30,613.5
2006-06-29,589.25
2006-06-28,582.75
2006-06-27,588.75
2006-06-26,583.5
2006-06-23,579.6
2006-06-22,584.5
2006-06-21,574.6
2006-06-20,567.0
2006-06-19,571.0
2006-06-16,574.0
2006-06-15,569.5
2006-06-14,567.75
2006-06-13,586.5
2006-06-12,609.2
2006-06-09,616.0
2006-06-08,614.0
2006-06-07,617.75
2006-06-06,627.0
2006-06-05,641.8
2006-06-02,632.25
2006-06-01,625.0
2006-05-31,653.0
2006-05-30,660.5
2006-05-29,642.25
2006-05-26,642.25
2006-05-25,642.5
2006-05-24,648.5
2006-05-23,666.75
2006-05-22,652.5
2006-05-19,651.5
2006-05-18,693.5
2006-05-17,699.5
2006-05-16,692.0
2006-05-15,687.5
2006-05-12,725.0
2006-05-11,715.5
2006-05-10,699.9
2006-05-09,691.25
2006-05-08,675.5
2006-05-05,678.0
2006-05-04,673.5
2006-05-03,673.6
2006-05-02,661.0
2006-05-01,644.0
2006-04-28,644.0
2006-04-27,638.0
2006-04-26,635.5
2006-04-25,634.75
2006-04-24,622.5
2006-04-21,623.5
2006-04-20,625.0
2006-04-19,624.75
2006-04-18,614.75
2006-04-17,593.0
2006-04-14,593.0
2006-04-13,593.0
2006-04-12,597.25
2006-04-11,597.75
2006-04-10,597.25
2006-04-07,589.75
2006-04-06,592.5
2006-04-05,586.5
2006-04-04,588.0
2006-04-03,587.0
2006-03-31,582.0
2006-03-30,584.0
2006-03-29,565.0
2006-03-28,567.5
2006-03-27,565.0
2006-03-24,556.75
2006-03-23,546.5
2006-03-22,550.75
2006-03-21,547.5
2006-03-20,555.75
2006-03-17,552.75
2006-03-16,552.75
2006-03-15,556.5
2006-03-14,545.8
2006-03-13,543.5
2006-03-10,535.0
2006-03-09,550.1
2006-03-08,544.75
2006-03-07,553.0
2006-03-06,565.25
2006-03-03,565.0
2006-03-02,563.75
2006-03-01,564.25
2006-02-28,556.0
2006-02-27,553.25
2006-02-24,554.15
2006-02-23,551.2
2006-02-22,553.0
2006-02-21,554.0
2006-02-20,554.5
2006-02-17,551.7
2006-02-16,538.75
2006-02-15,540.5
2006-02-14,539.7
2006-02-13,549.3
2006-02-10,557.0
2006-02-09,560.25
2006-02-08,548.75
2006-02-07,558.7
2006-02-06,569.75
2006-02-03,569.0
2006-02-02,572.15
2006-02-01,568.25
2006-01-31,568.75
2006-01-30,565.0
2006-01-27,561.75
2006-01-26,556.5
2006-01-25,561.75
2006-01-24,557.25
2006-01-23,554.5
2006-01-20,567.25
2006-01-19,554.75
2006-01-18,545.0
2006-01-17,553.25
2006-01-16,561.75
2006-01-13,548.25
2006-01-12,542.5
2006-01-11,544.4
2006-01-10,543.5
2006-01-09,541.5
2006-01-06,535.25
2006-01-05,524.75
2006-01-04,529.5
2006-01-03,530.0
2006-01-02,513.0
2005-12-30,513.0
2005-12-29,513.0
2005-12-28,518.0
2005-12-27,500.0
2005-12-26,500.0
2005-12-23,500.0
2005-12-22,500.0
2005-12-21,489.0
2005-12-20,502.5
2005-12-19,508.75
2005-12-16,507.0
2005-12-15,506.25
